,Unnamed: 0,user_id,user_name,location,created_at,description,followers_count,friends_count,listed_count,favourites_count,statuses_count,geo_enabled,time_zone,resp_time
428,428,19081841,charlesminshew,"Columbia, MO",Fri Jan 16 19:46:51 +0000 2009,Data Services Director @IRE_NICAR. Former data nerd @OrlandoSentinel | @MUConvergence @GeorgiaSouthern alum. Hire IRE: https://t.co/5TKYr3DsZ8,1628,2044,107,360,7334,True,,24513.0
429,429,73705840,lydia_a,,Sat Sep 12 18:42:13 +0000 2009,,195,243,3,717,6628,False,,NA
430,430,14097779,ngirard,"NYC, Boston, Paris. Seat 2A",Fri Mar 07 22:56:26 +0000 2008,"Co-founder\CEO at @OXIO_IO.  Repeat founder, doing my part getting people better connected. Playing the long game.",395,824,31,1634,7111,True,,NA
431,431,525797013,alecxzamarripa,Keizer,Thu Mar 15 22:12:54 +0000 2012,•Alec•19•gay•6/20/18🌹• https://t.co/mQkFDbBai3 #BopsBoutBottoming #BLOOM #TheBloomTour #DanceToThis,342,1012,5,15182,16988,True,,24882.0
432,432,2391829412,NEXTelectric,,Sun Mar 16 00:42:18 +0000 2014,,194,204,15,377,2431,True,,NA
433,433,89062415,1xicana,"Bay Area, CA",Wed Nov 11 00:21:16 +0000 2009,"Video Game Professional with a passion for leading, helping, creating, and celebrating.",165,433,1,43,188,True,,12620.0
434,434,486010457,SteveCotner,"Portland, OR",Tue Feb 07 20:35:30 +0000 2012,Taught in China. Poli-Sci from Michigan. Making apps at a shoe company.,332,1228,14,6208,6205,True,,3858.0
435,435,217122973,Keren_MC,"Santo Domingo, R.D.",Thu Nov 18 17:03:18 +0000 2010,"Terrícola. AMO LOS ANIMALES! (Animals lover!), Ing. Industrial, etc, etc, etc, Mmm... Hay tanto que decir que mejor no digo nada. ;-)",247,852,2,70,1762,False,,NA
436,436,2698426022,jamespotter78,,Fri Aug 01 14:44:07 +0000 2014,,14,84,0,150,29,False,,356.0
437,437,3177280369,lorimhffy,"Oklahoma, USA",Mon Apr 27 01:22:28 +0000 2015,Genesis 31:49,75,315,9,10577,4159,False,,NA
438,438,727234359611129857,Galen_Henseler,"Boise, ID",Mon May 02 20:32:37 +0000 2016,"During the day I make pretty emails for @BalsamHill, at night I play video games with @BHenseler5 and wrangle a tiny human.",160,514,2,1002,496,False,,13480.0
439,439,2389658358,sneakerheadoppa,,Fri Mar 14 18:50:42 +0000 2014,https://t.co/S1qUuqJlRv,165,145,3,598,94,True,,6606.0
440,440,1633121016,marillion13,"Baden-Württemberg, D",Tue Jul 30 15:13:30 +0000 2013,"42, Veggie since I´ve been 14, got two cute tomcats called Gizzy and Thori, my second name is fat bin.",1817,4693,29,8791,88854,False,,NA
441,441,248885435,bettyjo62,abingdon oxon uk,Mon Feb 07 22:48:53 +0000 2011,"I like cooking, gardening, reading, Rock Choir, walking and the great outside. I am very interested in World Religions and Philosophy. And helping Badgers.",2538,758,714,13162,327126,True,,NA
442,442,1186564964,GumlawU,,Sat Feb 16 15:25:29 +0000 2013,Animal activist fighting against all animal cruelty&we need every voice we can get #Banfoiegras #StopYuLin4ever @4everstopyulin #tweet4taiji #Blackfish,3135,3723,45,31631,73176,False,,NA
443,443,914753322694750208,Mrslafonderosa,"Arizona, USA",Mon Oct 02 07:26:02 +0000 2017,Mom. Wife. Child of God.,1,35,0,11,4,False,,NA
444,444,14310238,voidthatbinds,,Sat Apr 05 13:43:50 +0000 2008,#DiEM25  #SeaShepherd  #OpKillingBay #OpWhales #OpSeaWorld #PeoplesManifestoForWildlife,429,1151,12,11506,19090,False,,NA
445,445,1380009414,AniroC_2,,Thu Apr 25 17:50:12 +0000 2013,"Compassion for animals is a strength, not a weakness @4everstopyulin #StopYuLin4ever | #OpSeaWorld | #OpWhales | #OpKillingBay | #OpFunKill",3160,2396,181,16449,137983,False,,NA
446,446,318838704,by3ron,Washington,Fri Jun 17 03:58:57 +0000 2011,ig; Byrondavp Snap: dacordlord,157,54,1,3313,257,False,,1749.5
447,447,12308292,mlydy,"Pickerington, Ohio",Wed Jan 16 05:39:46 +0000 2008,Husband to @ecn99/dad/Christian/Professional Photographer/VMware VCP6/Cigar Smoker/Video Game Player/boater. VMware TAM tweets are my own,10156,9615,238,2260,53806,True,,3354.0
448,448,705441681630371840,tom_brannam,,Thu Mar 03 17:16:18 +0000 2016,,8,54,0,1249,198,False,,NA
449,449,18274565,rdifrango,"37.67836,-77.595025",Sat Dec 20 23:05:57 +0000 2008,,549,1487,23,8176,14279,True,,16836.0
450,450,228705239,brook_lynn13,"Portland, OR",Mon Dec 20 12:59:27 +0000 2010,Make good choices! #CowboysNation #DallasCowboys,427,724,8,2037,6538,True,,1182.0
451,451,18885730,gorgerySpore,"Provo, UT",Mon Jan 12 00:47:41 +0000 2009,UX Designer working @DevMtn. I do art and game design too. I make some #RPG stuff.,244,242,31,2998,2116,True,,NA
452,452,41657657,stevecordonr,Miami,Thu May 21 19:30:43 +0000 2009,"Christian Minister, Speaker, Communicator, Entrepreneur, Worship Leader. I love God, my wife, my daughters & try my best to honor them. Jesus is my inspiration!",1618,260,19,1799,5425,True,,1018.0
453,453,816761075039399936,harp_dawson,Your head,Wed Jan 04 21:39:49 +0000 2017,#ThunderUp #EverybodyIn #Foreverroyal #Chiefskingdom #SteelerGang,290,202,3,16641,9171,True,,6658.0
454,454,622151054,TheRealCDaddy,TEXAS,Fri Jun 29 19:00:18 +0000 2012,"Owner of New York, Texas Zipline Adventures, SFASU student, and avid Dallas Sports fan",183,436,5,2171,3845,False,,378.6666666666667
455,455,103456619,FavorofGOD365,North America,Sun Jan 10 02:44:07 +0000 2010,,2498,4997,471,157324,89192,True,,1601.0
456,456,143863073,co_lo_g,,Fri May 14 16:31:13 +0000 2010,No chance I'm being serious....,36,103,0,1951,339,False,,NA
457,457,372277782,jamesmurray612,"Brooklyn, NY",Mon Sep 12 13:43:14 +0000 2011,,49,276,1,1977,3046,True,,NA
458,458,1163153792,cyrpto222,,Sat Feb 09 14:48:22 +0000 2013,,3,54,0,3,32,False,,1579.0
459,459,2984477446,Cubsfan1622,,Sun Jan 18 18:31:15 +0000 2015,"Just a nerd adrift in a scary world. Cubs fan, player of games, lover of books. Married to @LadySwordMaiden, the Jalan Atthirari Anni(Moon of my life.) #Critter",248,702,21,38280,12173,False,,NA
460,460,803949276418207744,mdloprete,"Bloomington, IN",Wed Nov 30 13:10:18 +0000 2016,"Senior staff attorney at @justiceunlocked. Dad of a kid scientist. Big on victim advocacy, punching up, and effective semicolon use. Can't resist terrible puns.",86,308,3,1077,707,False,,NA
461,461,11066612,JDawsonTweets,,Tue Dec 11 23:00:02 +0000 2007,"""You can judge a society by the way it treats its animals"" Gandhi Favorite site: facebook/LeighScottPhotography. Love biking, travel, cool software/apps, nature",731,1054,78,2245,3242,False,,1562.0
462,462,79045329,ryannocella,,Fri Oct 02 00:19:08 +0000 2009,how i use this,54,210,0,5,989,True,,1532.0
463,463,1124851842,SaltedOnion,PacNW,Sun Jan 27 12:09:35 +0000 2013,She Who Cooks. Aspiring funny person. Helper to those who feel helpless. That cool mom that you always wanted. ***Chaotic Good*** Resorceress,447,1221,14,8132,5311,False,,4903.666666666667
464,464,38544711,rodeniii,"Los Angeles, CA",Thu May 07 23:17:09 +0000 2009,"Believer, Servant of the Most High, Husband,Father, Soldier, Combat Veteran, Eternal Optimist ,Alumnus of The University of Alabama. Kappa Alpha Psi (ΚΑΨ)",679,2581,3,1526,6758,True,,NA
465,465,837487789629292544,KellyAnn1111,,Fri Mar 03 02:20:23 +0000 2017,A dreamer... A believer...,16,36,0,7,21,False,,1365.0
466,466,137394765,laurala,"North Kohala, Hawai`i Island",Mon Apr 26 16:36:40 +0000 2010,Making America great again by standing up for First Amendment rights.,102,95,5,14,16959,False,,NA
467,467,892300182,ScottishSavages,United States,Sat Oct 20 02:39:10 +0000 2012,The Scottish Savage. Bookings via sebastianeknight@yahoo.com,29,459,0,190,377,False,,NA
468,468,488590246,DGAF_STRange,My Own Hell,Fri Feb 10 16:29:07 +0000 2012,"kNOw God, kNOw Fear",72,373,1,57,596,False,,939.0
469,469,1118328559,bamcdougall,,Fri Jan 25 03:27:27 +0000 2013,Solid-State Physicist with expertise in transistor technology,51,570,0,9243,788,False,,NA
470,470,151308156,mikef147,Chicago,Thu Jun 03 03:13:05 +0000 2010,~ Tech Guy / Sky Watcher / Music Fan / #Blackhawks / ALB✈️LAX✈️DFW✈️DEN✈️ORD previously dev of pastchicago app,308,600,6,410,2191,True,,2108.0
471,471,936622027733073921,foxxytrotting,,Fri Dec 01 15:44:27 +0000 2017,,13,119,0,651,326,True,,2119.0
472,472,2882755837,OgozalekAnthony,"Franklin Square, NY",Thu Oct 30 00:21:46 +0000 2014,,207,181,1,51024,6948,False,,NA
473,473,35174084,TylerMBeast,Dallas,Sat Apr 25 07:54:43 +0000 2009,"If you have a sombrero, throw it to the sky.",187,426,7,689,6590,True,,1912.0
474,474,2877209190,The_Chad_42,"Indianola, IA",Sat Oct 25 19:58:18 +0000 2014,"I am a man of fortune, and I must seek my fortune - Henry Avery 1694",57,301,2,28,2655,True,,12789.5
475,475,39683504,seamus_sullivan,Elsewhere,Wed May 13 04:03:34 +0000 2009,,16,121,3,1441,1733,False,,243.0
476,476,33888293,clepak,"Wisconsin, United States",Tue Apr 21 12:33:13 +0000 2009,"Proud Father & Grandfather, General Manager & Part Time Blogger - US Army Veteran. And Super Fan of the USA Network show #Colony #GoArmy",140,228,6,1593,1942,True,,564.0
477,477,2364966000,StevenAVanDyke,"Riverdale, GA",Fri Feb 28 02:57:21 +0000 2014,CEO of Fight...Win...Survive and CEO of VanDyke Entertainment.,358,1140,5,145,7997,False,,2455.0
478,478,170029706,aJWhitt44,Stamford,Fri Jul 23 19:35:53 +0000 2010,They can't see me.,68,199,2,191,1328,False,,NA
479,479,22275767,Annimallover,"Tucson, Az.",Sat Feb 28 17:29:05 +0000 2009,"Follow on Instagram: Samson_Speaks
Author, Artist, Pet Psychic, Medium. https://t.co/4ywyyJPXsA 
https://t.co/RfDWNoJ8bl  2 book session",26204,27803,460,85204,65136,True,,NA
480,480,3151709444,Cooltaha3939,"Florida, USA",Sun Apr 12 16:28:28 +0000 2015,"Gaming🎮 and Memes. Mostly PlayStation, Also PC. Opinions Expressed here. Just call me Taha.",323,418,11,129792,34374,True,,443.0
481,481,142286854,Jerseypiper77,New Jersey,Mon May 10 13:29:51 +0000 2010,"I only love two things in this life, T-Mobile and Metal. Everything else is secondary.",335,549,8,8036,6884,True,,3018.0
482,482,33830920,kimfeagin,,Tue Apr 21 06:12:02 +0000 2009,"Wife, Mother, Daughter, Sister, Friend, God's Servant",391,1218,18,20798,20637,True,,NA
483,483,1959561535,catmum1932,,Sun Oct 13 22:56:54 +0000 2013,Cat Servant,480,508,7,20719,13739,False,,NA
484,484,773927346667675648,AThryft,,Thu Sep 08 16:53:53 +0000 2016,"I joined Twitter from sadness & despair about DAPL, Persky & so many black lives gone. I've found likeminded people around the world: our voices together rock!",49,34,4,279,1785,False,,NA
485,485,536228136,AngBordenave,"California, USA",Sun Mar 25 09:15:00 +0000 2012,,55,51,1,745,375,True,,3682.0
486,486,74243960,TheLionThing,"Orlando, FL",Mon Sep 14 19:47:41 +0000 2009,"I'm a furry dancer vegetarian lion guy with a number for a name. Snugs, not drugs. @RamonZengTiger's turning me into a fursuit. Find12 @FurFest!",1696,879,12,28223,21102,True,,4889.333333333333
487,487,1289631738,DataMiller,"NY, NJ",Fri Mar 22 20:58:50 +0000 2013,"Sarcastic, stochastic and so fantastic. Principal engineer with Flow Commerce. Cloud native data pipelines for real time machine intelligence, oh my!",521,272,35,8219,11129,True,,188.0
488,488,65394060,CartmanUK29,"Houston, TX",Thu Aug 13 15:53:53 +0000 2009,,98,461,2,1371,1832,True,,NA
489,489,14438364,creativlee,"Frederick, Maryland",Fri Apr 18 22:44:58 +0000 2008,Stay hungry. Stay foolish. ,238,414,13,377,3695,True,,1480.0
490,490,15258893,agentpease,"Cedar Park, Texas",Fri Jun 27 23:25:59 +0000 2008,"High Tech Realtor,  preventing foreclosure one home at a time in the Austin area. Stryker the search dog's mommy, Volunteer with Travis County Search and Rescue",431,577,14,4,600,True,,327.6666666666667
491,491,4808620099,MamaJulieBF,"Salmon, ID",Sun Jan 24 17:37:27 +0000 2016,"🏔️Mom of 3, Grandma of 6. Just want to leave this planet as good or better than it was when I was born in Rural Ohio in 1964. Now live in the mountains of Idaho",82,534,0,284,599,True,,NA
492,492,403323091,ChaddisRadd,"Richland, Wa",Wed Nov 02 10:23:39 +0000 2011,"Proud Father, Guitars, Airedale owner, FGC",151,79,1,986,1638,False,,1169.5
493,493,297800216,itsLeeadrian,,Fri May 13 04:06:39 +0000 2011,"Recording Artist & Daily Entertainment Hou ✈️ Atl, God & Nomadic Lifestyle. ♦️KAΨ ♦️ ΦνΠ ♦️",5682,360,30,1494,66329,True,,470.0
494,494,581029286,BanditBat,"Altamonte Springs, FL",Tue May 15 16:21:14 +0000 2012,"Hi, I'm a bat who likes to make noises and put them into arrangements some may call music.  I build fursuits with @pandafeifei as @fuzzy_mango",148,168,0,1906,640,False,,NA
495,495,22587434,Ratherbeflyingg,NYC.,Mon Mar 02 23:50:06 +0000 2009,🛩️🏀🏈⚾️🎶🍣,67,580,5,1319,4497,True,,NA
496,496,4798871169,katznfl,"Daytona Beach, FL",Thu Jan 14 00:03:27 +0000 2016,"Proud ""Bleeding Heart"" - Yes, I care about other people. Why don't you? Retired; still work part time, garden & sell on eBay",94,379,4,6058,10592,False,,NA
497,497,1358563435,amymsquires,Chicago,Wed Apr 17 04:27:55 +0000 2013,Believer in Good Deeds #Writer #Animals #Politics #Cubs #Art,209,477,14,498,4919,True,,NA
498,498,145674303,cooldogsandcats,"Chambersburg, Pa 17201",Wed May 19 15:42:30 +0000 2010,Business Consultant / Volunteer,1755,4999,3,21627,40331,False,,NA
499,499,1609785697,e46mike_,Anywhere & Everywhere,Sun Jul 21 05:07:53 +0000 2013,"fuck you, you can't do what I do.",56,116,0,1384,3965,True,,2393.0
500,500,857397772315656193,TechnicalGourab,"Kolkata, India",Thu Apr 27 00:55:33 +0000 2017,"Video maker for TECHNICALGOURAB
Sach my channel on YouTube-technical gourab
For personal chat contact me on Instagram
My Instagram name - prince21101",1158,2093,1,1062,313,False,,2657.0
501,501,2269751259,fcbsdukes,at worm race in the rain,Wed Jan 08 23:26:11 +0000 2014,May those that love you love you ~May GOD turn the head of those that don't or their ankles so you know them by their limp~laugh as often as you can ~ believe~,766,973,119,11303,39439,True,,209.0
502,502,33333862,jennyhartman,"Blanchester, OH",Sun Apr 19 22:57:36 +0000 2009,,115,281,2,1030,2024,True,,799.0
503,503,996830164234403840,AApache69,"Knoxville, TN",Wed May 16 19:10:06 +0000 2018,I probably won’t like you,67,371,0,4006,3702,False,,1014.0
504,504,2512779236,jorgesanchezkn,Online,Wed May 21 14:43:29 +0000 2014,I'm a technology enthusiast who believes technology empowers everyone. Gamer; ITer; nerd; math and physics lover. @NZXT and @CORSAIR fan. #EnthusiastBuilder,97,383,4,751,892,False,,917.0
505,505,405319777,kelseashells,,Sat Nov 05 04:38:45 +0000 2011,,168,99,0,496,10787,True,,559.0
506,506,797082810225934336,ImStache,"Dobbs Ferry, NY",Fri Nov 11 14:25:25 +0000 2016,"Just a bearded man, but apparently I'm Stache.",17,59,0,5049,1065,False,,1600.0
507,507,703430421220995072,CFall76,"Oak Ridge, TN/Charleston, SC",Sat Feb 27 04:04:16 +0000 2016,"Supports the Military 100%🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸     
  #MAGA #AMERICAFIRST #BLUELIVESMATTER #NRA",950,1424,8,21602,8484,False,,NA
508,508,717211680116236288,marherom,,Tue Apr 05 04:46:04 +0000 2016,,8,171,0,617,351,False,,367.0
509,509,1056152730,kurtiskemple,"New York, NY",Wed Jan 02 21:34:24 +0000 2013,React / React Native / GraphQL enthusiast 🙌 Technical Writer 🖋 Mentor 🎓 Fine Dancer 🕺Making the web faster @gatsbyjs 🏢,3146,819,201,28884,10364,True,,610.5
510,510,1592358787,Cindy_c05,miami,Sun Jul 14 02:28:26 +0000 2013,"Interior Designer. Love tennis, breath design                   Instagram: https://t.co/QHAtIjQdOZ",93,449,8,8511,4779,False,,257749.0
511,511,1041750328687902720,RAMinDC,"Washington, DC",Mon Sep 17 18:06:47 +0000 2018,Historic Preservationist | Traveler | Animal Lover,24,169,0,18,18,True,,685.0
512,512,922053213670465536,Rajeshd314,India,Sun Oct 22 10:53:11 +0000 2017,,24,167,0,3181,2618,False,,NA
513,513,1978663580,AmolAmolpandit,,Mon Oct 21 13:02:10 +0000 2013,,20,25,1,1,236,False,,NA
514,514,5923,ablock,San Francisco,Tue Sep 12 22:02:52 +0000 2006,"Curiouser and curiouser.

adam@usa.net",141,447,4,356,503,False,,12962.5
515,515,839603320515772418,RoldineB,"South Miami Heights, FL",Wed Mar 08 22:26:45 +0000 2017,"Daughter of The King, wife, mother, sister, friend 😍",15,94,0,232,109,False,,1565.0
516,516,846371150,GenaAtRumours,"Vernon, NJ",Tue Sep 25 23:03:36 +0000 2012,"Graduated Roman Academy of Beauty Culture in September, 1985. Employed in the industry since September of 1985. The last 18 years at Rumours.",19,37,0,954,135,True,,NA
517,517,378650353,2018questionall,Never the Same Location,Fri Sep 23 15:31:19 +0000 2011,IT Professional. My Tweets are my own. Follow if you care or even if you don't.,251,542,2,5185,89356,False,,NA
518,518,855705662,Alydaemi,,Mon Oct 01 02:23:07 +0000 2012,Be about it. f(twitter) = glorified RSS.  🇪🇬🇦🇲🇸🇩,37,165,1,239,5049,True,,1113.0
519,519,59593373,SeanoMaher,"England, United Kingdom",Thu Jul 23 21:25:02 +0000 2009,"Cyclist, rugby player, Papa Oso.",3820,101,68,616,4688,True,,NA
520,520,34925599,StillWithTrump,"Orlando, FL",Fri Apr 24 13:35:28 +0000 2009,,31,36,0,64,430,False,,15122.0
521,521,401096320,blktoast,"Dover, NH",Sun Oct 30 01:49:36 +0000 2011,"I live in Dover with 2 men, Paul and Dave & 2 cats. Dave is a fellow TBI guy, & Paul is our caregiver. I still love my life!",233,486,7,606,14485,True,,NA
522,522,763305410493374464,aakashagwal,,Wed Aug 10 09:26:06 +0000 2016,,5,48,0,46,71,False,,12258.0
523,523,2497165970,farkleanni,"Amityville, NY",Thu May 15 21:14:08 +0000 2014,"Green Bay Packers/football fan, loves cartoons,rock, old school rap, metal, Star Trek/Sci-fi, opinionated to a fault, Athiest but not preachy. Proud of my son!",1822,1869,7,207367,100673,False,,NA
524,524,78576155,SibeeshVenu,"Pforzheim, Deutschland",Wed Sep 30 11:20:43 +0000 2009,"https://t.co/qgUFdZS3Zb, MVP @Microsoft, MVP @CsharpCorner, MVB @DZone, Engineer, Writer. 
https://t.co/pLqBQycDUP",2853,2045,82,845,1707,True,,16647.0
525,525,797547199928422401,InSpiteOfTrump,United States,Sat Nov 12 21:10:45 +0000 2016,"Space Force Commander since 2018
#TheResistance since 2016",40518,15295,207,202979,420045,False,,NA
526,526,917402348540002305,AngRod78,"FL, USA",Mon Oct 09 14:52:19 +0000 2017,"Just a wife, mom, and kid at heart. Here for the real, the positive, and the blue. ✌🏻️❤️🌊",298,401,2,3342,1303,False,,NA
527,527,1284661002,PelDrell,,Thu Mar 21 00:42:39 +0000 2013,Soft don't get shit done.  #Resistance,600,1163,7,41101,36257,False,,NA
528,528,3297226109,RobinStroup,"Florida, USA",Mon May 25 00:08:51 +0000 2015,"traveler,artsy fartsy,treehuggin, beer snob,avid reader and music fiend#resist#FBR",2373,2168,63,124881,75851,True,,NA
529,529,772927160990433280,BearmanShannon,"Pennsylvania, USA",Mon Sep 05 22:39:30 +0000 2016,Licensed clinical social worker; follow me @ https://t.co/ahr5ZIRx6p Delaware County Dem Committee Leader #AutismAwareness #DemsWork4USA #BWCS #WeAreThePatriots,32343,29623,127,157133,193395,True,,NA
530,530,394600571,Asuduq,Nigeria,Thu Oct 20 10:16:24 +0000 2011,"Life is so Uncertain,, Death is so Unwanted... #MUFC #Taurus    
#Cabincollection ✂👕👖👗👞",763,919,3,806,10834,True,,NA
531,531,557609261,hiteshsharma123,,Thu Apr 19 10:45:53 +0000 2012,,13,1,0,1428,1374,False,,NA
532,532,2733057697,johnrlewis2121,,Thu Aug 14 22:29:42 +0000 2014,"security expert,proud Marine,loves pizza,love reading westerns and syfy/fantasy books",85,296,2,43,776,True,,NA
533,533,923726976,Yaboieen,"Atlanta, GA",Sat Nov 03 18:09:19 +0000 2012,"Video games, Pop music, Katy perry is Queen, CRJ 2",112,128,1,4066,1127,True,,NA
534,534,709431091501899776,Flattopshawwtty,Bompton,Mon Mar 14 17:28:47 +0000 2016,Proud father to my daughter.... all the other shit is up in the air 🤷🏾‍♂️,16,9,0,5,61,False,,12595.5
535,535,71815233,kglonghorn,,Sat Sep 05 14:43:33 +0000 2009,,9,66,0,6,19,False,,8436.5
536,536,255885510,lauraecan,"Venice, CA",Tue Feb 22 06:48:33 +0000 2011,"Musical theatre lover, tv producer, cook.....TEXAS girl!! Dallas Cowboy FANatic - did I mention my cat's name is EMMITT!!!!",235,1420,3,1785,901,True,,NA
537,537,15448413,kylebuis,"Sacramento, CA",Wed Jul 16 00:39:23 +0000 2008,"💻 @CBSSacramento.   Tweets = mine. 

City Connection is Jaleco's greatest work.",1512,995,93,1256,32522,False,,2902.0
538,538,527010783,alexammaciel,,Sat Mar 17 02:22:25 +0000 2012,Glossier Rep 👋 • 🇲🇽♥️,183,69,2,422,382,False,,210622.0
539,539,611249213,vegasfletch2015,"Granville, OH",Mon Jun 18 00:37:17 +0000 2012,"I work for Holophane Co.,a division of Acuity Brands.Reds,Cavs,Redskins,& Ohio State are my https://t.co/NYS6U3fIdm Camaros,amusement parks,& trips 2 Vegas,Universal Studios",153,161,4,2620,9114,True,,NA
540,540,656513,johnhenry_ie,"Cork, Ireland",Wed Jan 17 20:28:39 +0000 2007,"John Henry is a Web Designer & Developer from Cork, Ireland specialising in Craft CMS, ExpressionEngine, high jinx, crankiness and procrastination.",1640,942,141,677,7697,True,,NA
541,541,20565064,stephpalmeri,"san francisco, ca",Wed Feb 11 02:10:19 +0000 2009,tech junkie. travel addict. food fanatic. music lover. yoga poser. venture capitalist @UncorkCap. displaced nyc gal. loving life in sf. [opinions = my own],11492,1166,494,1764,2780,True,,25291.0
542,542,4163595733,PEPlGYEOM,"got7, bp, sf9, rv, vixx❦",Sun Nov 08 02:35:11 +0000 2015,no jinyoung no life •jingyeom biased• jjp• 🇲🇽 • in this household we love the seven of them,1953,711,32,40575,43337,True,,NA
543,543,22455939,Sarahangiee,Los Angeles,Mon Mar 02 05:36:44 +0000 2009,,249,263,1,1949,8250,False,,25474.0
544,544,86556622,radralin,"Seattle, WA",Sat Oct 31 16:22:02 +0000 2009,,4,64,0,25,80,False,,25518.0
545,545,1604907176,sumitgupta1979,,Fri Jul 19 02:49:40 +0000 2013,,12,5,1,588,589,False,,NA
546,546,32915646,TheOneCalledEli,Who the fuck's asking?,Sat Apr 18 15:34:19 +0000 2009,"she/her. Misanthrope. Big black boots Long brown hair She's so sweet With her get back stare. Don't fuck around about cheese, hair, or music. That sums it up.",471,794,22,18045,133910,False,,634.0
547,547,2959460082,joshandtolk,Alaska,Mon Jan 05 10:18:03 +0000 2015,On a journey to lose over 100lbs & vlogging it as I go! [FB: joshuageorgetv • IG: joshandtolk • SC: joshygeorgy],4464,1307,21,7029,3634,True,,NA
548,548,59836550,KyleWQuinn,"Ketchikan, Alaska",Fri Jul 24 17:20:33 +0000 2009,Husband. Father. Youth Pastor.,175,191,4,756,1434,True,,NA
549,549,1025762163393220611,gingers05350120,The Darkside of the Moon 🌘,Sat Aug 04 15:15:32 +0000 2018,"Love my 1A & 2A rights #MAGA @POTUS 🏳️‍🌈🇺🇸""GAY"" LESBIAN-Top- Aggressive💋Just here to have fun/ Support our President 🚫NO PORN🚫NUDES🚫DM's 🚫NO HOOKUPS 🚨  Taken 🚨",2591,2898,0,3461,2693,False,,NA
550,550,14947355,jdfwarrior,"Huntsville, AL",Thu May 29 19:48:05 +0000 2008,"Developer, Mac geek, and husband to an amazing wife. :) Follower of all things #js #angular #node #electron etc",1052,250,88,5108,16218,True,,1763.0
551,551,2306611,sunspotmike,"Madison, WI",Mon Mar 26 14:30:27 +0000 2007,Rocker with @sunspotmusic - Paranormal podcast at @othersidetalk - Ghost hunting at @madisonghosts - music licensing at @broadjam,36653,34317,232,1880,10201,True,,295.0
552,552,267234551,BadProductionz,Texas/CA,Wed Mar 16 15:17:11 +0000 2011,"✨Human Rights Activist✨


#Resist 🇺🇸
#DisasterAssistTeam #civilrights #MilitaryFamily #MilitaryStrong #Environment #FBR",3355,4988,134,32558,24410,True,,NA
553,553,40931628,AlexanderJSteel,"Los Angeles, CA",Mon May 18 18:21:01 +0000 2009,"GOD ... Actor/Model/Photographer x Los Angeles, California - https://t.co/tKOEXH9pMw & https://t.co/ollBSKDeP2",786,1013,23,30501,39238,True,,24782.0
554,554,739835174,brookee_elena,Disneyland,Mon Aug 06 04:23:47 +0000 2012,idk about you .. but I’m feeling 22,286,177,1,3560,1144,True,,2623.5
555,555,923942142,IGotsATwittah,,Sat Nov 03 20:12:14 +0000 2012,"Slowly falling into the deep, dark abyss that is Twitter...could be rather time consuming...",15,51,3,1793,1131,False,,NA
556,556,2391630829,IAMSOUNDCHIP,"Fresno, CA",Sat Mar 15 21:11:48 +0000 2014,"doing all the things. producer @thesourcechy, @defiancepod559, the commons, chasing mavericks, and other good stuff. i twitch a lot.",373,553,8,6312,7364,True,,NA
557,557,27564699,geminibuttaflyy,"MD via Washington, DC",Mon Mar 30 02:28:41 +0000 2009,DC Native (UPT). Sneaker head. Empath. Studying astrology. ZΦB 2️⃣ 🕊💤 SP’03 #HTTR #KDY,864,1327,28,8535,60768,True,,NA
558,558,608753890,Valigha,The Wired,Fri Jun 15 03:55:09 +0000 2012,Lover of pretty things. Working on my own.,42,101,0,765,428,False,,4342.0
559,559,391517030,pnwfitlady,"Rainy Town, WA",Sat Oct 15 17:45:13 +0000 2011,teacher who's also into fitness and football. Tend to tweet nonsense -- enjoy,506,193,14,22387,23712,False,,172.0
560,560,2887690223,shairantc,,Sat Nov 22 04:56:24 +0000 2014,🌻 🇵🇭,138,379,0,6849,3844,False,,NA
561,561,1665461508,julez_26,,Mon Aug 12 16:38:15 +0000 2013,,110,123,0,26,57,False,,NA
562,562,745683643339841536,AndrewSullMusic,,Wed Jun 22 18:23:29 +0000 2016,"Guitarist, singer, multi instrumentalist, producer, engineer. Musician. Follow @acrashrepublic @andrewsullmusic",42,103,0,182,232,False,,1727.0
563,563,260518992,_baiiiiiiiiiix,best buy,Fri Mar 04 01:28:01 +0000 2011,probably drinking starbucks and/or fangirling over Harry Styles,326,631,0,32477,6234,True,,NA
564,564,314026828,idkklex,Arizona,Thu Jun 09 16:01:32 +0000 2011,honestly i have no idea what this account is anymore,956,285,20,72548,60342,True,,828.0
565,565,1016733181473710080,optimist_primal,,Tue Jul 10 17:17:35 +0000 2018,Dad. Dominant. Husband. Writer. Humor is my coping mechanism. Working out in a quest for a better me. This is my kinky happy piece of positivity. nsfw 18+,144,133,0,1541,637,False,,NA
566,566,837660608967266304,SelbyintheCity,"Minneapolis, MN",Fri Mar 03 13:47:06 +0000 2017,"They/Them • Bicycles, city planning, Linux // Nonfiction, sewing, salvage art • icon by @airismile",112,174,3,20323,4940,False,,NA
567,567,35929974,acissejrule,Los Angeles,Tue Apr 28 00:52:26 +0000 2009,22 / BSME / 🇵🇭🇬🇧,127,100,2,3391,13205,True,,NA
